newtrans,location,days_before,days_after,transmonth,prevvisits,newvisits,lyprevvisits,lynewvisits,hotel_published_year,latitude,longitude,rating,num_amenities,ta,prev_oyster,new_oyster,price
3-partial,San Francisco/Northern Cali,90,361,52015,2,10,0,4,2009,37.789212,-122.406722,45,19,40838,779,882,406.0849
3-partial,Los Angeles,90,361,52015,6,56,12,20,2009,34.015472,-118.498946,40,24,81212,1434,1492,406.184
3-partial,Caribbean,90,359,52015,0,4,0,0,2012,14.1,-60.950333,45,24,171188,1782,1773,406.634
3-partial,Caribbean,90,359,52015,0,23,0,2,2011,32.308643,-64.86821,40,18,175841,2908,3124,407.845
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2012,37.44787,-122.158807,40,19,21914,169,204,408.647
3-full,New York City,90,374,52015,3,39,4,4,2009,40.762426,-73.978178,40,13,248515,1081,1992,409.1739
3-partial,Caribbean,90,359,52015,0,3,1,3,2011,22.975166,-109.77683,40,30,164212,1414,1786,410.0469
3-partial,Caribbean,90,316,52015,0,12,0,3,2009,18.4585,-78.011833,45,27,256303,2828,2290,410.4005
4-full,Caribbean,90,360,52015,5,9,0,12,2012,13.864667,-61.077724,40,18,184354,1581,1591,410.9111
3-partial,Hawaii,90,314,52015,7,25,6,15,2009,21.875199,-159.457545,45,21,420085,1984,2381,412.1759
3-partial,Caribbean,90,314,52015,0,5,0,2,2011,10.246222,-85.845655,45,30,312524,3540,2728,413.9965
3-partial,Caribbean,90,136,12016,26,65,5,13,2012,20.253662,-87.403648,40,29,833260,5903,7867,414.281
4-full,San Francisco/Northern Cali,90,360,52015,0,1,1,0,2011,38.406256,-122.366762,40,17,49414,204,152,414.3
4-full,Caribbean,90,360,52015,2,9,2,3,2012,18.491777,-64.354444,40,16,53998,1187,997,415
3-partial,Washington D.C.,90,361,52015,3,14,4,4,2009,38.900511,-77.036886,50,20,131768,1944,1367,415.8955
3-partial,Miami,90,323,52015,4,56,0,3,2009,25.852785,-80.119982,45,30,144318,946,2931,416.4181
3-partial,Hawaii,90,359,52015,2,24,4,6,2011,20.006378,-155.824449,45,24,141167,1696,2156,418.3159
3-partial,New York City,90,352,52015,8,24,1,21,2009,40.72393,-74.003121,40,18,58080,1697,1554,423.378
3-partial,New York City,90,374,52015,2,37,7,11,2009,40.763452,-73.980516,45,20,149823,2715,2899,424.0036
4-full,Caribbean,90,360,52015,1,4,1,1,2011,32.261833,-64.878502,40,28,145580,889,893,426.3541
4-full,Los Angeles,90,360,52015,1,4,1,2,2009,34.008657,-118.492157,40,27,68399,433,366,426.8529
3-partial,San Francisco/Northern Cali,90,359,52015,0,0,0,0,2011,38.303979,-122.283625,45,18,90078,654,732,426.8571
4-full,New York City,90,360,52015,0,2,0,4,2009,40.755703,-73.973518,35,19,26537,560,306,427
3-partial,Caribbean,90,314,52015,12,60,8,27,2012,20.874733,-86.866241,45,24,1575245,11323,16289,429.1043
4-full,Caribbean,90,360,52015,0,15,1,0,2011,13.076147,-59.604546,30,24,21379,336,1767,430.0888
3-partial,Caribbean,90,359,52015,4,40,31,53,2012,20.871925,-86.867432,40,27,789797,6691,6061,430.089
3-partial,Caribbean,90,314,52015,22,128,12,80,2011,9.398291,-84.163173,40,25,290183,1865,1963,431.2155
3-partial,New York City,90,329,52015,8,17,4,23,2010,40.725469,-74.005334,45,23,190062,1932,1575,432.5633
3-partial,Caribbean,90,359,52015,0,4,0,2,2011,22.921241,-109.828946,45,31,724540,4135,4610,435.2274
3-full,New York City,90,374,52015,2,31,5,13,2009,40.762501,-73.979668,35,16,334998,1617,1661,439.5132
3-partial,Boston,90,316,52015,2,2,2,3,2009,42.359097,-71.053383,35,20,62654,686,578,441.2153
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2011,38.315213,-122.276512,45,14,19717,268,195,442.58
4-full,Caribbean,90,360,52015,0,2,0,0,2011,20.508499,-87.211998,40,26,170680,1087,1041,442.7532
3-partial,Caribbean,90,359,52015,4,12,3,16,2009,12.578,-70.042999,40,30,215704,5062,6077,442.7688
4-full,San Francisco/Northern Cali,90,360,52015,0,3,0,1,2012,37.837657,-122.479535,45,22,65355,312,348,443.5098
3-partial,Miami,90,368,52015,1,29,0,10,2009,25.786586,-80.129663,40,26,163048,613,812,444.8937
3-partial,Caribbean,90,359,52015,1,11,2,6,2009,12.533833,-70.057167,30,29,473789,2603,3354,446.5138
3-full,New York City,90,329,52015,4,26,12,18,2009,40.738459,-73.985667,45,19,99140,2969,4570,447.3408
4-full,Boston,90,360,52015,0,2,1,4,2009,42.372417,-71.122955,35,22,28974,300,248,449.1875
3-partial,Caribbean,90,359,52015,0,11,0,4,2012,14.081,-60.953,40,25,135147,1196,1335,449.2302
3-partial,Los Angeles,90,361,52015,4,18,2,8,2009,34.017051,-118.501077,40,24,135522,1221,1268,452.3288
3-partial,Los Angeles,90,316,52015,6,22,4,10,2009,34.009027,-118.493037,40,28,139247,790,824,453.3715
3-partial,Hawaii,90,361,52015,5,12,5,7,2009,20.917752,-156.694784,35,29,227744,2084,2167,454.4044
3-partial,Hawaii,90,361,52015,1,17,4,5,2009,20.675898,-156.43177,45,26,198872,911,1574,454.7124
3-partial,Los Angeles,90,361,52015,2,8,2,4,2009,34.021324,-118.50639,40,22,40748,230,257,455.3188
3-partial,Caribbean,90,359,52015,1,3,0,4,2009,18.322554,-64.786606,35,33,279337,2187,1692,458.4126
3-full,Miami,90,323,52015,14,47,11,31,2009,25.792129,-80.128938,45,23,235125,4671,4004,459.3823
3-partial,Caribbean,90,314,52015,2,28,0,4,2012,18.342228,-78.335541,40,25,742393,7067,7157,459.3879
3-partial,New York City,90,374,52015,1,11,0,2,2013,40.766709,-73.968304,45,25,43910,448,583,459.5416
3-partial,Miami,90,317,52015,7,53,7,32,2009,25.791101,-80.129114,40,29,203368,2259,2542,459.7363
3-partial,Caribbean,90,316,52015,14,42,0,23,2012,21.24171,-86.804234,50,27,497077,5284,5939,462.295
3-partial,Caribbean,90,359,52015,14,75,3,36,2011,20.452945,-87.27377,45,24,1051946,7418,10960,465.8555
3-partial,Caribbean,90,314,52015,6,37,1,9,2009,18.345088,-78.332734,40,23,437349,3820,3776,465.908
3-partial,Caribbean,90,359,52015,1,6,2,2,2011,21.783167,-72.208832,45,22,234600,2231,1369,467.4481
3-partial,Los Angeles,90,361,52015,7,16,5,15,2009,34.08979,-118.38539,45,28,93722,1656,1280,467.6242
3-full,New York City,90,196,52015,18,26,8,28,2009,40.705567,-74.017475,45,22,94932,1477,1283,469.3904
3-partial,Hawaii,90,316,52015,0,6,0,4,2009,20.937199,-156.690977,40,31,403584,2955,2551,471.7461
3-full,Caribbean,90,314,52015,0,3,1,2,2012,22.873822,-109.938721,45,24,542645,4146,4507,471.8311
3-partial,San Francisco/Northern Cali,90,339,52015,7,53,0,4,2009,37.792473,-122.400849,45,19,99669,1327,5172,472.0669
4-full,Caribbean,90,360,52015,0,0,0,0,2011,20.77137,-105.51991,45,24,23951,255,269,473.375
3-partial,Caribbean,90,314,52015,17,65,10,26,2009,18.311375,-78.33844,40,26,890198,8904,9404,474.5525
3-partial,Caribbean,90,359,52015,2,41,0,2,2009,12.537833,-70.060501,35,29,548935,4553,5849,475.6631
3-partial,Miami,90,368,52015,9,44,9,33,2009,25.692561,-80.158976,45,30,127093,2599,2346,476.3691
3-partial,Caribbean,90,316,52015,6,47,0,21,2012,21.118929,-86.756332,45,25,1036196,10230,11467,477.13
3-partial,Caribbean,90,316,52015,2,31,0,3,2012,18.516094,-77.768622,40,25,692691,8327,9920,477.8524
4-full,Caribbean,90,360,52015,3,12,0,5,2011,13.964468,-61.023055,45,30,126097,1165,1576,478.3453
3-partial,Caribbean,90,136,12016,38,50,6,13,2012,20.902584,-86.848885,40,25,529783,12734,11448,480.8237
3-partial,Los Angeles,90,314,52015,3,17,2,5,2009,33.73931,-118.400062,45,31,241019,3966,4427,481.9537
3-partial,Los Angeles,90,361,52015,2,17,5,6,2009,34.0698,-118.3764,45,27,89332,1429,1238,483.654
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2012,38.403063,-122.539871,40,11,25394,326,307,484.3793
4-full,Caribbean,90,360,52015,1,2,1,1,2012,22.875172,-109.930374,45,27,442437,5929,8086,484.9677
3-partial,Caribbean,90,359,52015,4,19,4,13,2012,13.83458,-61.066389,45,11,271409,3115,2623,485.586
3-partial,New York City,90,374,52015,8,26,7,16,2009,40.725933,-73.991509,40,21,72896,1935,1770,487.0981
3-partial,Caribbean,90,361,52015,3,61,1,11,2012,18.459398,-77.949265,45,23,870245,12213,11058,489.9827
4-full,Hawaii,90,360,52015,1,3,0,1,2009,21.274921,-157.823799,30,15,170500,434,394,490.8181
4-full,Caribbean,90,360,52015,2,33,1,8,2011,20.905167,-86.847,45,22,498666,4454,4157,492.5327
3-full,Hawaii,90,181,52015,12,19,10,15,2009,21.271709,-157.77395,50,32,494090,3375,3144,492.8972
4-full,Caribbean,90,360,52015,0,0,0,2,2011,22.892109,-109.898558,40,29,357009,1000,929,493.7393
4-full,Caribbean,90,360,52015,0,14,1,5,2012,20.664677,-87.034622,40,32,890331,5800,7104,495.1943
3-partial,Caribbean,90,359,52015,1,25,0,1,2011,10.601735,-85.646015,40,28,349170,2852,7188,497.0937
3-partial,Los Angeles,90,359,52015,1,11,3,4,2011,34.433284,-119.916435,45,30,123904,1400,1343,497.4915
4-full,Caribbean,90,360,52015,3,17,4,6,2012,20.620386,-87.077309,40,29,573896,2707,2540,501.5532
3-partial,Hawaii,90,314,52015,0,12,0,7,2013,21.3388369,-158.1230443,45,29,1013581,5187,4611,501.5964
3-partial,New York City,90,329,52015,10,29,5,10,2009,40.77439,-73.96401,45,19,193764,2025,1783,502.6695
3-partial,Boston,90,361,52015,1,8,2,7,2009,42.358323,-71.06193,50,18,73290,778,749,503.2261
4-full,Caribbean,90,360,52015,5,13,1,9,2011,13.187333,-59.638165,40,20,351299,816,957,503.3093
4-full,Los Angeles,90,360,52015,0,3,1,1,2011,34.044991,-118.26627,45,24,100331,450,373,506.3636
3-partial,Caribbean,90,314,52015,1,40,0,6,2013,20.608515,-87.088339,50,26,567363,5370,6753,508.6812
3-partial,San Francisco/Northern Cali,90,361,52015,0,21,38,5,2009,37.791607,-122.40705,45,21,108472,1258,1342,511.3968
3-partial,Caribbean,90,314,52015,1,9,0,3,2011,22.875782,-109.902814,45,28,522747,3441,3273,516.5564
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2011,38.612077,-122.87155,40,12,30924,134,143,517.52
3-partial,New York City,90,374,52015,1,21,6,17,2009,40.752823,-73.985975,30,21,107003,1309,1043,517.8261
3-partial,New York City,90,374,52015,0,6,0,1,2013,40.76434,-73.972568,40,19,346209,316,369,518.2
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2011,38.610432,-122.871394,40,20,27140,156,115,519.2894
3-partial,Caribbean,90,310,52015,8,56,11,12,2011,21.117986,-86.75706,40,30,1088403,7667,10663,521.9716
3-partial,Caribbean,90,359,52015,1,14,3,3,2011,22.98591,-109.75786,45,24,200635,4240,4136,524.0016
3-partial,San Francisco/Northern Cali,90,361,52015,5,18,3,14,2009,37.786155,-122.401479,50,23,113171,2602,3036,526.7338
4-full,Caribbean,90,360,52015,0,16,0,7,2011,20.896454,-86.856384,45,32,904192,6716,6883,526.8488
3-full,Caribbean,90,181,52015,5,14,9,14,2009,18.424123,-68.946977,50,34,251795,5988,6114,531.2396
3-full,Caribbean,90,190,52015,9,30,2,31,2009,18.838146,-68.609104,40,27,547852,5786,6685,535.0206
3-partial,Hawaii,90,361,52015,1,11,2,6,2009,21.283254,-157.838396,40,24,129001,1587,1262,540.5155
4-full,San Francisco/Northern Cali,90,360,52015,1,4,1,5,2009,37.786328,-122.404601,45,22,86403,411,348,542.4408
4-full,Los Angeles,90,360,52015,1,2,2,5,2011,33.48237,-117.715281,45,32,94042,1480,1243,542.8142
3-partial,Los Angeles,90,361,52015,1,5,1,8,2009,34.072496,-118.395403,45,23,32973,913,417,546.3781
3-partial,Los Angeles,90,361,52015,6,25,9,11,2009,34.098339,-118.368404,35,22,77098,2067,1589,549.3548
4-full,Caribbean,90,360,52015,0,11,0,4,2011,17.911173,-62.844234,40,18,14675,300,632,551.3194
3-partial,New York City,90,374,52015,0,13,0,2,2013,40.756601,-73.973407,50,23,90325,1023,1042,553.2727
3-partial,Hawaii,90,316,52015,7,27,4,9,2009,20.67541,-156.440934,45,33,438121,3694,3994,556.8866
3-partial,Hawaii,90,361,52015,4,14,4,18,2009,21.277855,-157.83185,45,24,516418,1301,1739,557.6794
4-full,Washington D.C.,90,360,52015,3,3,1,4,2009,38.903253,-77.06182,45,21,33620,530,442,558.4
3-partial,New York City,90,329,52015,3,69,6,18,2009,40.765243,-73.972003,45,22,99001,2240,2214,560.8484
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,2,2011,37.419002,-122.21268,50,23,17440,236,218,566.2903
4-full,Caribbean,90,360,52015,0,2,1,0,2011,21.785666,-72.203667,40,25,234830,1793,1717,567.7638
4-full,Caribbean,90,360,52015,0,19,0,3,2012,17.157597,-62.628658,50,29,181141,2463,2907,568.2686
3-partial,New York City,90,374,52015,2,21,1,9,2009,40.724929,-73.998653,45,22,30375,808,1001,570.4495
3-partial,New York City,90,374,52015,4,11,4,6,2010,40.756461,-73.984548,40,19,88600,1161,820,573.3208
3-full,Hawaii,90,316,52015,15,57,7,23,2009,20.68423,-156.441238,45,28,505130,6877,9263,577.1415
3-full,Caribbean,90,316,52015,10,58,3,16,2012,18.458607,-77.950699,45,25,1000827,13306,11789,584.4594
4-full,Los Angeles,90,360,52015,1,6,4,5,2011,33.47524,-117.719449,40,28,113190,1245,1450,590.4262
3-partial,Caribbean,90,310,52015,1,36,1,2,2012,18.515076,-77.76812,45,21,1469006,9581,9869,592.1127
3-partial,Washington D.C.,90,361,52015,0,4,3,4,2009,38.90462,-77.057243,50,21,76756,705,662,593.0872
3-partial,Caribbean,90,359,52015,6,25,0,10,2009,18.343182,-64.786682,45,28,228277,4159,4467,594.0657
4-full,Caribbean,90,360,52015,0,0,0,0,2012,21.147833,-86.790665,30,24,183329,536,696,594.9629
3-partial,New York City,90,329,52015,0,13,1,3,2010,40.775324,-73.963284,50,22,75063,378,575,597.4149
4-full,Boston,90,360,52015,1,10,1,3,2009,42.353058,-71.063225,45,22,40942,813,716,600.9
4-full,Los Angeles,90,360,52015,1,12,0,4,2012,33.588633,-117.842531,50,30,128770,1094,1229,605.3738
3-partial,New York City,90,374,52015,9,35,57,22,2009,40.759747,-73.984688,40,20,131952,1309,1072,605.6533
3-partial,New York City,90,374,52015,5,17,6,13,2009,40.766178,-73.978516,45,18,104266,2407,2090,609.1903
4-full,San Francisco/Northern Cali,90,360,52015,0,1,0,1,2011,38.584019,-122.570863,40,22,83253,460,418,618.422
4-full,Caribbean,90,360,52015,4,14,2,15,2012,20.741344,-86.965813,45,24,313759,2344,1538,619.5
3-full,New York City,90,374,52015,3,28,52,13,2009,40.759321,-73.985541,40,16,219243,1608,1474,619.7338
4-full,Caribbean,90,360,52015,3,8,2,6,2012,18.500834,-64.358002,35,19,63318,1191,1627,622.2291
3-partial,New York City,90,374,52015,5,20,1,25,2009,40.774353,-73.963172,45,20,73999,2398,1390,625.8859
3-full,Miami,90,190,52015,13,46,5,25,2009,25.79776,-80.127581,50,27,308927,4353,3528,627.6624
4-full,San Francisco/Northern Cali,90,360,52015,0,2,0,0,2011,38.255036,-122.335365,45,23,115850,292,533,631.3239
3-full,Miami,90,190,52015,6,9,4,11,2009,25.940872,-80.120451,45,33,234949,1561,1579,632.0977
3-full,New York City,90,374,52015,3,27,3,19,2009,40.758374,-73.985476,35,14,386392,2953,2305,637.5522
4-full,Caribbean,90,360,52015,4,8,3,3,2012,21.233232,-86.740108,45,21,251567,422,1118,642.0178
4-full,Caribbean,90,360,52015,0,3,0,1,2012,18.177168,-63.116001,50,26,72545,758,1087,646.4
3-partial,Hawaii,90,316,52015,7,34,7,21,2009,21.001119,-156.654053,50,30,275051,4986,5106,647.1526
4-full,Caribbean,90,360,52015,0,3,0,0,2014,25.505043,-76.632443,40,12,90199,49,226,647.9296
4-full,Las Vegas,90,360,52015,4,7,6,8,2009,36.174297,-115.145291,30,18,107619,741,448,648.6764
3-partial,Hawaii,90,359,52015,2,26,0,4,2013,22.220631,-159.497064,50,27,342723,2264,3262,649.8832
3-partial,New York City,90,374,52015,7,34,6,17,2011,40.750263,-73.983765,50,22,290192,1482,1193,651.1832
3-partial,Caribbean,90,359,52015,3,23,2,10,2009,18.319939,-64.84334,40,29,389195,3972,3851,651.4442
3-partial,Caribbean,90,359,52015,2,32,2,5,2009,18.175049,-76.407372,45,22,59949,818,784,652.1567
3-partial,Caribbean,90,359,52015,1,13,0,1,2013,17.122179,-61.8439,40,18,806816,1262,2716,653.4425
3-partial,Caribbean,90,359,52015,2,24,0,7,2011,13.202377,-59.640235,45,24,135485,1009,1176,655.3313
4-full,Caribbean,90,360,52015,0,2,1,0,2011,18.29845,-67.230446,40,15,62649,491,795,658.3019
3-partial,Boston,90,316,52015,0,1,0,2,2009,42.352101,-71.068406,50,21,70804,559,654,659.9917
4-full,Caribbean,90,360,52015,0,14,2,2,2012,18.181938,-63.13702,50,30,177334,2079,2198,661.1036
3-partial,Caribbean,90,359,52015,8,33,2,26,2011,20.912418,-86.846771,45,28,255978,3202,2999,661.734
4-full,Caribbean,90,360,52015,0,15,0,1,2014,25.08692,-77.32528,50,32,404995,1518,5427,671.1909
3-partial,Los Angeles,90,361,52015,5,37,5,14,2009,34.006921,-118.491694,45,27,118416,2285,2174,673.9918
3-partial,Caribbean,90,314,52015,0,12,1,0,2009,18.405854,-76.979901,40,30,320766,4037,4872,676.9268
3-full,New York City,90,196,52015,4,15,12,13,2009,40.719822,-74.009861,50,24,64076,2032,2361,683.9402
3-partial,New York City,90,374,52015,2,23,2,13,2009,40.769095,-73.981598,45,21,175816,1376,1143,684.2479
4-full,Caribbean,90,360,52015,2,8,1,8,2011,20.773438,-105.516664,50,28,327614,2602,2805,684.5989
4-full,Caribbean,90,360,52015,0,12,2,15,2012,18.4589,-64.4347,45,28,195364,2313,2081,684.7121
3-partial,Caribbean,90,359,52015,0,3,0,0,2011,21.796947,-72.1856,45,25,66471,1059,1177,688.3966
3-partial,Caribbean,90,359,52015,2,7,1,8,2011,21.782892,-72.209816,45,29,324186,2947,3493,689.5812
4-full,Los Angeles,90,360,52015,0,1,0,1,2014,34.417353,-119.642087,50,21,176496,218,285,690.027
3-partial,Caribbean,90,91,12016,5,8,1,0,2011,21.125984,-86.752945,50,22,1737568,5395,7531,690.7386
3-partial,Los Angeles,90,316,52015,8,16,11,13,2009,34.066648,-118.40064,50,27,101619,1948,1389,691.1923
3-partial,Los Angeles,90,316,52015,0,7,4,3,2009,34.081503,-118.413868,50,26,135262,1072,1438,697.6011
3-partial,Boston,90,361,52015,1,5,3,9,2009,42.348798,-71.081301,50,21,46353,725,999,700.7167
3-partial,Caribbean,90,359,52015,1,7,2,3,2011,21.797659,-72.176849,40,28,683398,4372,4458,701.6476
4-full,San Francisco/Northern Cali,90,360,52015,0,7,0,0,2014,38.40294,-122.360313,45,17,238007,188,512,713.0392
3-partial,Caribbean,90,359,52015,1,8,1,3,2011,21.797256,-72.180817,45,25,336846,1482,1711,721.0779
3-partial,Caribbean,90,314,52015,1,27,5,9,2009,18.250589,-78.361037,45,19,333960,5741,4827,726.9938
3-full,Hawaii,90,183,52015,6,22,12,24,2009,20.680342,-156.44194,50,32,664999,4412,3938,731.4464
4-full,Caribbean,90,360,52015,1,9,0,8,2012,8.404722,-83.287056,40,8,61293,744,705,732.1328
3-full,Miami,90,190,52015,4,36,9,11,2009,25.79599,-80.128776,50,26,212564,2178,1659,743.8354
3-partial,Caribbean,90,181,52015,0,9,0,2,2012,18.411367,-76.946037,45,19,74906,2433,2402,760.271
3-partial,New York City,90,374,52015,0,7,0,0,2013,40.765714,-73.969246,45,18,31065,275,436,761.4888
3-partial,New York City,90,374,52015,7,22,4,9,2009,40.723033,-73.99741,45,18,108844,1283,1091,762.8432
4-full,Los Angeles,90,360,52015,0,3,0,0,2014,34.086148,-118.44622,50,19,206101,126,283,767.5384
3-partial,Caribbean,90,359,52015,3,3,0,5,2011,22.876822,-109.90907,50,26,706713,2091,3154,774.9503
3-partial,Miami,90,323,52015,4,32,9,13,2009,25.761565,-80.140765,50,28,44459,2031,2134,787.3614
3-partial,Caribbean,90,359,52015,1,14,0,1,2013,17.016701,-61.832133,45,22,128917,515,1130,788.0609
3-partial,Caribbean,90,359,52015,1,4,1,3,2011,21.79299,-72.190231,45,26,110853,1159,1001,801.6437
4-full,Los Angeles,90,360,52015,2,9,0,6,2011,34.068111,-118.39857,50,27,56416,1163,1264,808.9807
3-full,New York City,90,196,52015,106,185,9,10,2009,40.761464,-73.975602,45,23,97292,2589,3936,819.2069
4-full,Caribbean,90,360,52015,1,27,0,3,2011,18.0594,-63.14314,45,30,176191,1982,2276,841.0811
3-partial,Caribbean,90,314,52015,1,17,2,6,2009,18.314165,-78.33783,40,31,584643,3913,4785,845.4137
4-full,Caribbean,90,360,52015,1,0,1,1,2011,21.807146,-72.166809,40,20,440452,470,717,860.2413
4-full,Los Angeles,90,360,52015,1,10,1,12,2011,33.514921,-117.757214,45,29,178916,1282,972,868.9279
3-partial,Caribbean,90,359,52015,1,18,1,5,2011,21.799664,-72.172813,45,28,295114,3339,3651,875.8856
4-full,Caribbean,90,360,52015,1,6,0,2,2012,17.912442,-62.80437,40,26,94865,599,602,878.9055
3-partial,New York City,90,374,52015,2,16,5,15,2009,40.761302,-73.974807,50,21,86404,2313,1868,880.1458
3-full,New York City,90,196,52015,2,7,34,13,2009,40.764469,-73.974488,50,20,257164,3624,2498,881.5038
3-full,Caribbean,90,190,52015,8,21,13,32,2009,18.528771,-68.369465,50,31,267736,2409,2024,887.1893
3-partial,New York City,90,329,52015,5,46,5,20,2009,40.762327,-73.971282,50,23,93180,1479,1241,895.2724
4-full,Los Angeles,90,360,52015,2,5,0,3,2012,34.446843,-119.623326,45,24,75188,565,677,924.0697
4-full,Caribbean,90,360,52015,0,9,1,2,2011,18.412518,-65.819692,50,27,225134,2838,2263,982.2697
3-partial,Hawaii,90,314,52015,4,22,2,7,2011,19.828545,-155.99193,50,34,587635,1444,1710,1018.8132
4-full,Caribbean,90,360,52015,0,4,0,7,2011,22.901333,-109.85217,50,27,251443,1380,1892,1024.4192
3-partial,Caribbean,90,314,52015,1,5,0,2,2011,20.70726,-105.300305,45,26,298345,2084,1869,1025.4111
3-partial,New York City,90,374,52015,12,28,24,26,2009,40.765274,-73.975799,45,21,168974,1425,1280,1031.9544
4-full,Hawaii,90,360,52015,2,9,0,5,2011,20.741747,-156.8949,50,29,71371,651,648,1044.1666
3-partial,Caribbean,90,314,52015,0,16,2,8,2011,10.611567,-85.689034,50,31,294786,4746,4421,1056.5227
3-partial,Caribbean,90,359,52015,5,19,3,8,2011,23.007588,-109.715286,50,26,201198,2192,3668,1058.6256
3-partial,Caribbean,90,359,52015,1,19,7,10,2011,13.8645,-61.075832,50,18,586985,6506,5906,1082.4266
3-partial,San Francisco/Northern Cali,90,361,52015,1,5,1,4,2009,37.805405,-122.423422,45,18,98350,751,492,1087.4357
3-partial,Caribbean,90,314,52015,5,20,1,6,2011,21.7885,-72.196167,45,29,1440028,16098,16420,1127.5142
3-full,New York City,90,196,52015,10,23,17,10,2009,40.769009,-73.983011,50,19,126626,2346,2689,1181.1272
4-full,Caribbean,90,360,52015,1,4,1,3,2012,20.780995,-105.529365,50,30,254129,1821,1850,1284.8947
3-partial,Caribbean,90,314,52015,1,48,5,3,2009,25.084333,-77.311165,50,26,197683,2220,4102,1348.0699
4-full,San Francisco/Northern Cali,90,360,52015,1,6,0,2,2012,38.579933,-122.5133,50,26,164624,2227,1368,1370.7681
4-full,San Francisco/Northern Cali,90,360,52015,1,5,0,1,2011,38.493466,-122.406057,50,23,102549,548,375,1427.9134
4-full,Caribbean,90,360,52015,0,9,3,2,2011,17.9016,-62.8322,45,23,70643,665,671,1726.4948
3-partial,Hawaii,90,359,52015,1,25,4,12,2009,21.87834,-159.45871,25,21,29188,528,432,295.6053602
4-full,Caribbean,90,360,52015,3,12,1,13,2011,20.682898,-105.287947,40,29,345098,6395,10632,336.2801077
4-full,Caribbean,90,360,52015,1,12,2,10,2013,11.171708,-60.721786,25,13,4178,440,365,336.2801077
3-full,Caribbean,90,136,12016,20,17,0,8,2009,18.45045167,-69.603155,35,30,74735,891,1473,336.2801077
4-full,Miami,90,360,52015,1,0,0,0,2009,25.78653,-80.13063,25,13,19855,158,132,259.6790888
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2011,38.459984,-122.421091,35,15,3355,53,89,338.2350091
4-full,Caribbean,90,360,52015,0,2,1,4,2012,21.130122,-86.763016,25,22,22074,109,75,336.2801077
4-full,Miami,90,360,52015,1,6,4,3,2009,25.776378,-80.131864,30,22,22650,282,187,259.6790888
4-full,Caribbean,90,360,52015,0,2,0,0,2011,23.04777,-109.69357,40,26,134004,2155,3593,336.2801077
4-full,Caribbean,90,360,52015,0,5,0,0,2011,20.68053,-105.285265,35,24,99348,1919,3279,336.2801077
3-partial,New York City,90,374,52015,0,8,9,11,2009,40.750355,-73.97753,25,16,2511,171,217,316.2296667
4-full,Miami,90,360,52015,4,5,3,12,2009,25.784156,-80.130131,25,19,28025,249,111,259.6790888
4-full,Washington D.C.,90,360,52015,7,3,0,21,2009,38.90284,-77.028625,30,17,10607,1822,290,257.9450887
4-full,Caribbean,90,360,52015,0,14,2,5,2012,14.089655,-60.928188,45,27,20270,662,640,336.2801077
4-full,Caribbean,90,360,52015,0,2,1,2,2011,20.678202,-105.28531,40,30,69558,2785,3330,336.2801077
3-partial,Caribbean,90,136,12016,7,5,0,14,2009,18.428679,-69.40154,25,31,107157,1145,2011,336.2801077
3-partial,New York City,90,374,52015,0,0,0,0,2012,40.760461,-73.97951,35,13,75115,25,12,316.2296667
3-partial,New York City,90,374,52015,1,2,0,2,2009,40.743736,-73.980624,15,8,7414,49,35,316.2296667
4-full,Caribbean,90,360,52015,0,2,0,0,2016,18.683717,-68.41488,30,14,11812,0,14,336.2801077
3-partial,Hawaii,90,359,52015,2,19,5,9,2009,21.341435,-158.125319,40,27,57508,2669,2040,295.6053602
4-full,Caribbean,90,360,52015,3,31,0,10,2009,18.300323,-78.33802,30,26,45147,1276,1052,336.2801077
4-full,Caribbean,90,360,52015,1,2,0,1,2011,20.682547,-105.28475,40,23,8249,1534,2135,336.2801077
4-full,Caribbean,90,360,52015,1,22,0,3,2012,12.538352,-70.060974,30,29,46715,1303,1007,336.2801077
4-full,Washington D.C.,90,360,52015,0,1,0,1,2009,38.877566,-77.004445,30,15,32323,63,31,257.9450887
4-full,Washington D.C.,90,360,52015,0,0,0,0,2009,38.883835,-77.024498,30,21,17135,257,97,257.9450887
4-full,Caribbean,90,360,52015,0,22,1,5,2012,20.865999,-105.45467,45,12,16587,1356,3005,336.2801077
4-full,Caribbean,90,360,52015,0,3,0,3,2011,18.455053,-66.06733,35,20,42875,878,682,336.2801077
4-full,Caribbean,90,360,52015,0,0,0,0,,19.767508,-70.517509,,0,229075,0,0,336.2801077
4-full,Caribbean,90,360,52015,4,24,2,12,2009,25.073007,-77.397808,30,30,32530,3082,3246,336.2801077
4-full,Caribbean,90,360,52015,0,0,0,1,2011,22.9745,-109.7789,30,23,1205,190,446,336.2801077
3-partial,Hawaii,90,136,12016,15,23,4,12,2009,21.655136,-158.06041,30,9,6090,1284,952,295.6053602
